assignment_group,description,text_length
GRP_5,job bkwin hostname inc fail scheduler monitor tool company com,62
GRP_3,latitude battery issue light constantly blink charge connect ac adapter might require replacement phone,103
GRP_8,network outage south amerirtca site hard since type circuit power specify top cert start schedule maintenance company provider maint ticket backup active contact notify phone email remote dial equipment reset verify work vendor global telecom verizon gsc additional diagnostic,276
GRP_9,bobj maaryuyten language browser microsoft internet explorer email customer number telephone summary access ic next available agent shortly interaction alert website visitor join conversation log error message dwfiykeo argtxmvcumar io well understanding issue would like take look computer teamviewer click pw still see let screen shot assign erp bw,349
GRP_24,problem print salary statement eaodcgsw trmzwbyc,48
GRP_24,problem wifi laptop weszfyok fbadnjhu,37
GRP_0,account unlock wu,17
GRP_0,crm screen advanced find create view dear select next scroll symbol move query nearly impossible,96
GRP_0,infopath work,13
GRP_24,problem wu jionmpsf wnkpzcmv,28
GRP_24,monitor analyzer defective stop laboratory contact person,57
GRP_0,problem change password hello try,33
GRP_0,file shatryung require need send video machine customer urgent basis size mb let know,85
GRP_0,issue add lean tracker collaboration platform desk today try open event link enter new project detail error message screen shot attach reference necessary clarification revert back,180
GRP_0,add distribution list dear sir madam pl warm,44
GRP_0,uacyltoe hxgaycze,17
GRP_0,unlock window account,21
GRP_0,skype business work need laptop print screen attach teamviewer sartlgeo lhqksbdx password,89
GRP_0,password vpn distributor tool sync seem problem log access change need advice would greatly appreciate,102
GRP_0,account lock ad,15
GRP_0,gokcerthy sid uacyltoe hxgaycze system team login could check good,66
GRP_12,hostname australia patch antivirus sw site server offline since st oct,70
GRP_19,india patch antivirus sw desktop site server offline since th sep,65
GRP_0,unable log skype certificate error,34
GRP_2,reset sid password send across,30
GRP_8,network outage poncacity schlumhdyhter dmvpn router since type circuit power specify top cert site start schedule maintenance company provider maint ticket backup active contact notify phone email remote dial equipment reset verify work vendor global telecom verizon gsc additional diagnostic,292
GRP_0,application response time network resource work normally provide detail template multiple impact use quick ticket operation folder site location germany ad system see performance problem list crm erp bw bobj transaction slow va create order sid take second build page area belong sale finance marketing issue replicate support group attach relevant screenshot exact occur,371
GRP_8,power outage germany fine machine company secondary vpn circuit server show since type network specify top cert site start schedule maintenance provider maint ticket backup active contact notify phone email remote dial equipment reset verify work vendor global telecom verizon gsc additional diagnostic,302
GRP_4,erp work multiple server hostname ping,38
GRP_25,urgent eu tool germany currently possible close order reference ticket datum entry affect several report complete miss,118
GRP_25,datum comparison eu tool erp germany,36
GRP_12,network access internal hard drive pc printing work printer server,66
GRP_0,password reset quality uacyltoe hxgaycze erp,44
GRP_8,job fail scheduler monitor tool company com,43
GRP_0,ie flash player issue unable take ethic training course show error necessary even update,88
GRP_0,problem lean tracker create new click save upgrade option resolve,65
GRP_12,access share mail box investor relation usa add mr necessary,60
GRP_0,outlook crm configure yesterday version early old new instal along email download every time specially one folder,113
GRP_8,job bkwin hostname inc fail scheduler monitor tool company com,62
GRP_0,net framdntyework instal wgpimkle kijhcwur mailto send thursday october nwfodmhc exurcwkm subject erp error microsoft desk try approve credit memo per attach workflow mail message show could open programdnty fix issue aerp need soon good,237
GRP_0,erp incident status change sid,30
GRP_8,job fail scheduler monitor tool company com,43
GRP_0,audio skype need urgently meet today language browser microsoft internet explorer email customer number telephone summary urgent,128
GRP_0,ticket update inplant,21
GRP_0,unable open attachment outlook,30
GRP_12,access server file new plant manager usa facility need drive similar previous,77
GRP_0,unable update password,22
GRP_12,node lhqsm locate usa since,27
GRP_0,vip able login window,21
GRP_0,outlook freeze unable open come folder update since exit try back,65
GRP_2,erp access issue userid uacyltoe hxgayczekurtyar system sid hrp enter transaction code need work describe validation hxgayczeing extend account month authorize message recreate condition nsu attach result ticketing tool ticket provide,234
GRP_8,job fail scheduler monitor tool company com,43
GRP_0,unable schedule skype meeting option long outlook,49
GRP_0,ticket update inplant,21
GRP_9,key figure take bex analyzer sale revenue remove automatically,62
GRP_9,job fail scheduler monitor tool company com,43
GRP_0,ticket update,13
GRP_0,connect wireless outside company usa attachment connection available need review figure also hotel access,105
GRP_0,ticket update inplant,21
GRP_0,access collaboration platform link,34
GRP_0,add share mailbox outlook summary file display left side screen,63
GRP_2,erp access issue system sid hrp enter transaction code need work describe forget password authorize message recreate condition nsu attach result ticketing tool ticket provide,174
GRP_0,erp sid account unlock,22
GRP_0,crm add miss,12
GRP_0,knock vpn disconnect incoming call,34
GRP_0,skype audio work,16
GRP_0,ms crm dynamic outlook issue,28
GRP_14,unable access bobj explorer report error look,45
GRP_9,job fail scheduler monitor tool company com,43
GRP_9,soon select financial year toolcal month company overall value datum find contact summary bex show result limit time period min general issue moment need create report upper management sale information star several even reboot pc note urgent finally review tomorrow morning pull bunch check another colleague appear,315
GRP_9,job fail scheduler monitor tool company com,43
GRP_24,problem port ewew provide correct ip check,42
GRP_9,job fail scheduler monitor tool company com,43
GRP_0,unable connect outlook home network,35
GRP_12,system disk server hostname full check issue week ago ticket inc identify solve cause problem impact virtual center,115
GRP_0,unable open outlook,19
GRP_3,printer issue delivery note window prtgt contact error message install driver access deny print erp,99
GRP_9,report none lookup sort feature available access tool however field upper right corner allow manipulate show blank screen shoot refer attachment,144
GRP_0,urgent require outlook crm mfg tooltion issue contact,53
GRP_0,ticket follow inplant summary open incident rakthyesh resolve,61
GRP_9,job fail scheduler monitor tool company com,43
GRP_0,unable access bobj report,25
